Feature1,Feature2
0.1450013929,0.0221343167
-0.0004598063,-0.0398541492
0.163980854,0.0350185909
0.1624641245,0.0164617258
0.0169479212,-0.0546020424
-0.0120468783,0.0336511709
0.157719207,0.0220473185
-0.0604622705,0.0945363838
-0.0278333534,0.0155268808
0.0041247051,-0.0608155829
0.0001747886,-0.0677028167
-0.0422051189,0.0774397303
-0.02887669,-0.1335329378
-0.061396011,-0.0106328769
0.1628851653,0.0299092862
-0.0300649896,0.1008399936
0.1260133412,0.0204944885
-0.0047497444,-0.0992671555
-0.0334328436,-0.0035158265
0.1509269846,0.0309817683
0.1497299166,0.0201542046
-0.0086077786,-0.0592975336
-0.0637345275,0.0902856603
-0.0131412332,0.0514361162
0.0185421122,-0.0164428739
-0.0037895354,-0.0514091698
0.1620586649,0.0315485895
-0.0268238404,0.0132417221
-0.0148078984,-0.0266098585
-0.0142277508,-0.0982496171
-0.034228928,-0.0249372462
-0.0586697472,0.1016678488
0.0054770472,-0.0300472848
-0.0428134489,0.0198136355
-0.0581721593,0.0871020154
0.1618954077,0.0316274874
-0.031584605,0.0829315718
-0.0567382885,0.0992471252
-0.0472891752,0.0883815622
-0.0352484839,0.0103922337
-0.0006329992,-0.079533641
-0.025179883,-0.0939170266
0.0029255397,-0.0455024566
-0.016063432,-0.0976410904
-0.0098129347,-0.0978700383
-0.0691497526,0.0941769314
-0.0083446813,-0.024400027
-0.0516481721,-0.0679195339
-0.0198402336,0.0071502254
0.1255277073,0.0289159212
0.1452733769,0.0295309402
-0.0601935596,-0.0159974291
-0.0220866082,-0.1313905695
-0.0452630788,0.070054299
0.1536513569,0.0215212737
-0.0425772756,0.0796317066
-0.0386167273,0.0053603428
-0.0694855771,-0.008997913
0.1418316023,0.0319697948
-0.0435040954,0.0053937738
-0.0265272763,-0.0240677726
-0.036071911,-0.0214840697
-0.068788336,0.0101894143
-0.0029280395,-0.0289863467
-0.0010382865,-0.060524618
-0.0469009371,0.0194741856
-0.0418283733,0.0289397644
-0.0420942029,-0.0039587446
0.1084195368,0.0368520737
0.1386546472,0.0280747855
0.1441943514,0.0168887853
0.1523459202,0.0223106152
-0.0412971273,0.0026774847
-0.0222335359,-0.0127452296
-0.054102518,0.007437761
0.1340634611,0.0377295539
-0.0498029749,0.0338566048
-0.0483156859,0.0344006629
0.0056353565,-0.072977109
-0.0415741373,0.0718009158
-0.0457098133,0.0331185292
-0.0437902278,0.0363035924
-0.0326633511,-0.1050649213
-0.0036891726,-0.0660224291
-0.0463858606,0.0938889464
-0.0531679627,0.006683443
-0.0456647524,0.0111718975
-0.0266958314,0.0011052973
-0.0350501997,-0.136338498
-0.0296861929,0.0146614867
-0.0375273754,0.09630906
-0.029558395,0.0293813604
-0.0070813905,-0.1139896266
-0.0158750587,-0.0725126763
0.0091534914,-0.0702611671
-0.0642961246,0.0963137642
0.1551762446,0.0323173971
-0.0490550531,0.0129006718
0.1413870956,0.0392608233
0.1531732451,0.0262774508
0.0094250142,-0.0285738866
-0.0015821417,-0.0808924189
0.0643198778,0.0283973944
-0.0445994445,0.0298220165
-0.0544180868,0.0179524403
-0.0350815961,-0.0483095637
0.0194668663,-0.0160537465
0.1514655834,0.0225916908
-0.0372213736,0.0047704684
-0.0522622671,0.0161746705
-0.0644401529,0.1016072975
-0.0253868628,-0.0545927363
0.153186947,0.0310958587
-0.0432297,-0.0049525701
0.0256469246,-0.0255664244
-0.0379688604,0.0769254765
0.1197980824,0.0319676146
-0.0435731416,-0.0154017752
-0.0567818383,0.0260463157
-0.012179344,-0.1028568619
-0.0270980472,0.0210640455
-0.0358774426,0.0139348189
-0.0585219999,-0.0076585308
-0.0063736365,-0.0634772386
-0.0019528406,-0.0865024061
0.0055372691,-0.0396312498
-0.0392949306,-0.0123661491
-0.0402010171,-0.0067620681
-0.0429086791,0.1071274904
0.0040769812,-0.0395695627
-0.0533387804,0.0264436885
0.1505983958,0.0132445633
-0.0421975242,0.0032207064
-0.0096169767,-0.1157262689
0.0026206392,-0.0645815036
0.0020457724,-0.0477559187
-0.0546124125,0.0053110473
0.162436394,0.0410092833
-0.0389810869,0.007610684
-0.0517210373,-0.0189648284
-0.041528868,-0.0231560687
-0.0202285527,-0.1156648066
0.0042526527,-0.0626979469
-0.0070957907,-0.1012415592
0.0917047944,0.0112574819
-0.0475150807,0.0958659601
0.134055376,0.0356327227
-0.0253284531,-0.0090821087
-0.0260005403,0.0271271971
0.1620116505,0.0238036052
-0.0110984724,-0.0108791887
-0.026791599,-0.1357362203
-0.0575260607,0.092034462
-0.0052586628,-0.0645397189
-0.0659717668,0.1031889953
-0.0463808582,-0.0106668859
0.1404481045,0.021794029
-0.0566881001,0.0896904303
-0.0392726909,-0.0035544876
-0.0109281957,-0.1309689508
0.1459174941,0.0089225372
0.1491588171,0.023743307
-0.0111749426,-0.122270674
-0.0229681038,-0.1082432373
-0.0521087846,0.0793272741
-0.0523750233,0.0008976166
-0.0586249619,-0.0086140072
-0.0154899561,-0.0483266627
0.1548298341,0.0155629289
-0.0228491807,-0.0353474706
-0.0403563351,0.093091157
-0.0465733005,-0.0413136678
-0.0454016492,-0.0017430213
-0.0359558186,0.0010961585
0.0227421037,-0.0070604426
-0.0029813221,-0.0476727242
0.1661095521,0.0222263498
0.019023531,-0.0374853567
-0.0102090888,-0.0368225032
0.1484776547,0.0102544355
-0.0086031613,-0.1142605232
-0.03751506,0.0551562633
-0.0586518315,-0.0026566205
0.0040294007,-0.0699543197
-0.0481033271,0.0915300054
-0.0561931903,0.0194157599
-0.0415014813,-0.0310155454
-0.0567401495,0.0301031042
-0.0046992037,-0.0511884754
-0.0399044763,0.0119732984
-0.0462425928,-0.0497147384
-0.0316279517,0.069109017
-0.048391767,-0.0035614536
-0.0590770514,0.1021244253
-0.0013202315,-0.1051999043
-0.0443165572,-0.0012598499
-0.0233601333,-0.0614441843
-0.065320807,-0.034044675
-0.035554113,-0.055043445
0.0058783818,-0.0493404533
-0.0495607553,-0.0024863001
-0.0255184639,0.0052959546
-0.0441745419,0.0319427126
0.1311614205,0.0242028256
0.0014322173,-0.0333475292
-0.0544553882,0.0998135309
-0.0466509085,0.0039971902
-0.046624218,0.0827391787
0.1373013462,0.0202557349
-0.0503739963,0.0099499294
0.1611711151,0.0330282575
-0.0170024717,-0.1219609914
-0.0481512208,-0.0185235687
-0.0612011782,0.0899047878
-0.0041097316,-0.0485856707
0.1233415738,0.0318329533
-0.062485545,-0.0049128014
-0.0348395179,-0.0166729833
0.1240283154,0.0043934657
-0.0351440945,-0.0137810425
-5.1184e-05,-0.0404872536
-0.0325818483,-0.0358628058
-0.0271465831,-0.0242166295
-0.0555005304,0.081697637
-0.0360440124,-0.1209666116
-0.0555410854,0.002813751
0.079162719,0.012147801
-0.0009936837,-0.0405299285
-0.0573928679,0.0763412369
-0.0589161141,-0.0319255585
-0.0649054124,0.0530708814
-0.0417840875,0.0164912686
-0.0471284502,0.0281615112
-0.0101859631,-0.0218333819
-0.0440154153,0.0014170488
0.1216199297,0.0213484515
0.01474333,-0.0094515075
-0.0294166839,0.0189596252
0.1576309663,0.0301235178
-0.0430262107,0.0111917866
-0.0459270772,0.0068103483
-0.0107647937,-0.0718992369
0.01505537,-0.0279242853
0.124567183,-0.0010217876
-0.0002602735,-0.0852838994
-0.054179754,0.1021411562
-0.0224801049,-0.1134503002
-0.0471104636,0.0091829998
0.1636307987,0.0282789865
0.1369989272,0.0459714862
-0.0456025894,0.0100937733
-0.0387657055,0.0969923856
0.1524750409,0.0311059117
0.0052996087,-0.066022206
0.0222287889,-0.0351468754
0.0011474121,-0.0379682541
-0.0608110698,-0.0130937624
-0.0538883155,0.1088556143
-0.0543131905,0.0821009367
-0.0254192871,-0.0220473908
-0.055593783,0.0764437048
0.0128258752,-0.0452494659
0.1384094526,0.0201121917
-0.0457733665,0.0781022946
-0.0448809277,0.0170997211
-0.0151706195,-0.0531973096
-0.0506044933,0.0740536291
-0.0269429769,-0.0563320431
-0.0356364056,0.0240514988
-0.0427150498,-0.0083237004
-0.0051566603,-0.1249537505
0.0028200677,-0.0665897393
0.1525149704,0.028830499
-0.0065093454,-0.1161712004
-0.0047212621,-0.0589377995
-0.0602335002,0.0050372551
-0.0636045809,0.0978248965
0.006159854,0.0003308208
-0.0176842212,0.0138595359
-0.0467204305,0.0939571526
-0.0518149646,0.0220052756
-0.0239270262,-0.099511457
-0.0374100729,0.0103413217
-0.0187149054,-0.1431106188
0.1524205363,0.0123659552
-0.0628560649,0.0194148138
-0.0520053225,0.0168015632
-0.0296837301,-0.0727815507
-0.0172496723,-0.0537208124
0.008627801,-0.038782548
-0.0017283245,-0.0908950535
0.1287265233,0.0248551291
0.0010285003,-0.0522247246
-0.0028214063,-0.0517764727
-0.0462978694,0.0217808525
-0.0415661019,0.0159524748
0.0550708157,0.0394213493
-0.0421377007,0.1020709158
-0.0147366337,-0.0615507376
-0.0456573126,0.0991001056
-0.0556036065,0.0209962956
0.1664774577,0.036174898
-0.0807802185,-0.0179269986
0.1028388543,0.0105327434
0.1164683904,0.0413264242
-0.0420296115,0.068985981
-0.043342455,0.0803358114
0.0095197252,-0.0416756282
-0.0289227226,0.0049013289
0.104557238,0.0127564247
-0.0280340469,-0.1071756092
-9.10469e-05,-0.1093327604
-0.0385836222,-0.0351369879
0.162130885,0.028971487
0.1421971132,0.0220322015
-0.0324976834,0.0334781138
-0.0271221855,-0.004510372
-0.0411589327,0.0716482599
0.128251637,-0.0169339863
-0.0040857318,-0.0846313624
-0.0226311699,0.0113655711
-0.0307444489,-0.0261441726
-0.0108451662,-0.0980910817
0.011831633,-0.0585083815
-0.0389133057,0.021527726
-0.0284457596,0.0187313506
-0.0508334907,-0.0052330562
0.1703933306,0.026593244
-0.0620431145,0.0873583492
-0.023665574,-0.0325241899
0.0058781334,-0.0330433033
-0.0661313845,-0.0232779582
0.1386761127,0.027135955
-0.0224284675,-0.1090951588
0.1459988186,0.0134333757
0.1610923813,0.0348523468
-0.0595806999,0.0074533241
-0.0405936836,0.0796725672
0.0024121798,-0.0764699533
0.1479585416,0.0307715926
-0.0617573992,-0.0369726538
-0.0228723192,-0.1034231947
-0.0050438641,-0.0565029141
0.0028730738,-0.0215864511
-0.0015449046,-0.0673232327
-0.0434895623,0.0992807985
0.0027297739,-0.0450220656
0.1563062795,0.0288992383
-0.0415056648,0.0097015699
-0.0205429965,0.0286328112
-0.0168836207,-0.1121512548
-0.0300372277,0.0915470701
-0.0088086039,-0.0472115161
-0.0221467173,0.0399416292
-0.0326219966,-0.0451190291
0.1418558204,0.0350019704
0.0120437637,-0.0503759476
-0.0103617942,-0.0441520178
-0.0403604659,-0.0411594654
-0.0617246618,0.0940066134
-0.018374837,-0.0588635986
0.0018363752,-0.0525366822
-0.0478159455,6.25055e-05
0.1624007808,0.0320683246
-0.0660969751,0.0957161116
-0.016554811,-0.1164633112
0.0200038636,-0.074646074
-0.0310662371,0.0823122325
-0.0170418892,-0.1261692497
-0.0048638098,-0.0047449277
-0.0103392527,-0.117536799
0.1349509205,0.0193493032
0.1174854568,0.0073790313
-0.0215924445,-0.0625969112
-0.0625818948,0.0047267753
0.1540735595,0.0346500301
0.1339876465,0.0076205414
-0.0072945723,-0.08946564
-0.0322196608,0.0015252088
0.0137860937,-0.0431171666
-0.0491277322,0.0805113809
-0.0698216204,0.0771642783
0.1345331865,0.0363190262
-0.0615872067,-0.0061910607
0.0072628503,-0.0395315676
0.0032110453,-0.0210915784
-0.013343716,0.0148846117
-0.0153754495,-0.1100924079
-0.0403317592,0.0194487916
-0.0705272164,0.0991663256
-0.0532179544,0.0980628355
-0.0006465515,-0.0323716413
-0.0441231961,0.0190832302
-0.0214494224,-0.1350862604
-0.0584637944,0.0053111547
0.1214844805,0.0107268955
-0.0219047649,-0.0496222469
-0.0147947018,-0.0137460237
0.0042623004,-0.074911965
-0.0399816233,0.0311422781
-0.0310351147,0.0724930094
-0.0478225407,0.0062949385
-0.0224704455,-0.0591658196
0.1346689555,0.0002443243
-0.0651577517,0.0852958093
-0.0022253187,-0.0616308063
-0.0210655089,0.0142887756
-0.0474581504,0.0061717617
0.1220651055,0.012652719
-0.0200218621,-0.0476625508
-0.0486996441,0.0106648843
-0.0277117778,0.0287185604
-0.0230313767,0.0447530077
-0.0839744226,-0.0323786258
-0.0053613949,-0.1129602656
0.0187023647,-0.0138278082
-0.0016950192,-0.0486747115
-0.0170031357,-0.0388645032
-0.0519697108,-0.0017794414
-0.0391857451,-0.0506309901
-0.0436142371,0.1004342272
-0.0417720197,-0.0232836153
-0.0473066513,-0.0013382282
0.1555558752,0.0341484489
0.0017779739,-0.0293027925
0.0030108225,-0.0261427761
0.1430619711,0.0349858793
0.1683500323,0.0234225114
0.0094262937,-0.049038332
0.1085975289,0.004300168
-0.0178829406,-0.1202671007
-0.0362944246,0.0397253573
-0.0215194727,-0.1253802685
0.1510920899,0.0525611254
-0.0566380564,0.0200338018
-0.0482354139,0.0108856967
-0.0419605225,0.0850437765
-0.0509758155,0.0860688555
-0.0755624905,0.0823614839
0.0052127562,-0.0385383108
-0.0543692733,0.099339483
-0.0645970101,0.1026372682
-0.0245881088,-0.1223959371
-0.0635509497,0.0112799145
-0.0311966058,0.0235712364
-0.0063973114,-0.0960706769
-0.0057582057,-0.0378543799
0.125095317,0.0062195018
-0.0382152462,0.012475752
0.1334120691,0.0094396749
-0.0223621874,-0.1051162394
-0.0268079288,0.0272134652
-0.0413305611,0.0187003544
-0.0320397324,0.0101287079
-0.0519351488,0.0978056793
0.0094775828,-0.027186034
0.1160906223,0.0116107165
-0.0512899636,0.0173541368
-0.023277205,0.0505801357
0.0999196562,-0.0231178877
-0.0566611013,0.0804587108
-0.0357371405,0.0253036415
0.0141737561,-0.0527869813
0.1388480298,0.0192379047
-0.0564093379,0.0870703439
0.0194331166,-0.0221353599
-0.0418860892,0.0835292027
-0.0324701652,0.0869064969
-0.0514795719,-0.0412865395
0.1423963055,0.0310627934
-0.0426026042,0.1002061236
0.0082735551,-0.0436800119
-0.0118725985,-0.1107225396
-0.0073134087,-0.0927054168
-0.0505614416,0.0168435684
-0.0371468481,0.0161315638
-0.0521507379,-0.0047446587
-0.0071027897,-0.0511470465
0.1271693373,0.0213621748
0.1151892557,0.020640734
0.1227456601,0.0254340754
-0.0606202026,0.0096592189
-0.0024720169,-0.0504925264
0.1580000605,0.0359034823
-0.0511065698,0.0964528471
-0.0426217207,0.0248222703
-0.0024559982,-0.0400357725
-0.0633600213,0.0969596868
-0.0302260969,0.0212231108
-0.0633987224,0.0701569035
-0.0589079806,-0.0227960577
0.1283467343,0.019725704
-0.026997192,-0.0396743665
0.0140420148,-0.0303012017
-0.0544499982,0.0962677563
-0.0335842132,0.0738443306
0.1498852072,0.0415333472
-0.0287807616,0.0713117348
0.1160906847,-0.0047101925
-0.0417159313,-0.0043739595
0.0050040307,-0.0445662819
0.0077514566,-0.0559420191
-0.0390497935,-0.0274404949
-0.0371096693,-0.0009001592
0.1389951314,0.0154770371
-0.0391538778,-0.0052445413
-0.0599671864,-0.0026196606
-0.0214153245,0.042855711
-0.0482952181,-0.0251356239
0.1465105267,0.031639505
0.12697225,0.013485062
-0.0386447582,0.0940222671
-0.0161492797,-0.0940294746
0.1571835562,0.0346145987
-0.0190096315,-0.0449997914
-0.0256782407,0.0066514744
0.1139498471,-0.0102387764
-0.040433579,-0.0044288032
0.0190584034,-0.0496263662
-0.0368313483,-0.0339709197
-0.0537206402,-0.0082611826
-0.0308251998,0.0886207624
-0.0345861989,0.0112210215
-0.0648148784,0.0852048263
-0.0522653285,0.0126233462
-0.028469247,-0.1366281674
-0.0421420591,0.0115471803
-0.0574156799,-0.0001769669
0.1204681069,0.0083908373
-0.0121132356,-0.0465200617
-0.0551452716,-0.0091363501
-0.0273723906,-0.0291114515
-0.0459140531,0.1091090926
-0.0474404394,-0.0016988901
-0.0510042549,0.0789091835
0.0189814137,-0.0751132776
-0.0569880374,0.0083150641
-0.0365765388,0.0050502773
-0.0404470654,0.0217792624
0.0108367517,-0.0439669152
-0.042779078,-0.0243918987
-0.0122106322,-0.0445798767
-0.0354883181,-0.0123354585
-0.0082707839,-0.0343078594
0.1367633268,0.0126175835
0.1576269146,0.0270584608
-0.0104762179,-0.0974408961
-0.0066844934,-0.0741557039
-0.0419381041,0.0274863974
-0.0171629227,0.0408591711
-0.0525623252,0.0053558761
-0.0292906122,-0.0573024732
-0.0241932901,0.0316767992
-0.0008445987,-0.0429281966
0.1044716964,-0.0180700141
-0.0304725008,-0.0054639675
0.0143135665,-0.0589994015
0.1457346155,0.0233559629
-0.0151783699,-0.070231658
0.0007767614,-0.0567203222
-0.0191878987,-0.0697695286
0.1550880637,0.0276751686
-0.0195891116,0.0072518503
-0.0823382842,0.0661347355
-0.0308163158,-0.0512585719
-0.0496799206,-0.0019553694
0.132145013,0.0148968726
-0.0680599766,-0.0060579688
-0.060756916,0.0753951576
0.0632751926,0.0005431334
-0.0420506091,-0.0075206296
-0.0369865187,0.0048805711
-0.0600283655,0.005974938
-0.0615819699,0.0069898474
-0.0533072321,0.0931576792
0.0119124962,-0.0351266183
-0.0564045563,0.0249943838
-0.0129196192,-0.0500421844
0.0085343087,-0.024660544
-0.0500524086,0.0803481212
-0.044771183,0.0439756611
-0.012990954643373754,-0.06105754920849483
0.16384234711074608,0.04604344320592331
-0.003309047574804788,-0.08466437603762977
-0.09163878889249905,-0.02904839520002442
0.14416713645921247,0.038175606529713094
0.01707197451180452,-0.04975616340998086
-0.0564062088110499,-0.0007437789297700687
0.1562619604160225,0.01243043705481506
-0.06620006804803816,0.0313836940665511
-0.02066034333182437,0.07628265755217588
-0.026217848058756026,0.02928298543112049
0.11853337286931923,0.048041813658069546
-0.031219345795128032,-0.0392983132163428
-0.028516528062875766,0.023864535565643823
-0.059431149092168255,-0.004623692570876949
0.0953437593415687,-0.007917213142813939
-0.06838557329041248,0.11020387071869198
0.017606491957327587,-0.017320522771003675
0.1641137138611744,0.03336683626035347
0.1770828571757565,0.014779552172220916
-0.027749496459950396,-0.10224434950047048
-0.03471247376348611,0.018914891723897133
-0.06404343857348835,0.10271423387440504
0.1467968738662792,0.038997135417176365
-0.011554083276641551,-0.03013214110526792
-0.011765904282984956,-0.11726838510398288
-0.05646414729939356,0.1121519460180852
0.148014307779911,0.03244081422450158
-0.024296480104236143,0.01413116932537651
-0.03523088328185501,-0.03538847405985156
-0.029729645350524518,0.0694918480311607
0.015892170033493833,-0.0337818144059194
-0.036363639525899674,-0.0011320337481358304
-0.030620512495164308,0.02532286824392487
-0.03125670339855989,-0.12544856578687935
0.010370560102429167,-0.03297178584813003
0.1737807796828159,0.05233256942202936
-0.01658915971436721,0.016244623254392805
-0.05410467578620272,0.04152036105947628
-0.06106777235060297,0.013875697129639415
-0.060096567002730666,0.08885148278173156
-0.049577680264749964,0.010142221585238871
-0.012448023754399401,-0.10247207072316715
-0.02390865645242448,-0.0011119295817267442
-0.03289874945676599,0.01932742780306594
-0.030414202908834335,0.0113809093227774
0.0032901836286206567,-0.08075062340192407
-0.058539741504219193,0.08631597180548085
0.009772354261577583,-0.013495779827766818
0.11839194221124993,0.015778566757301028
-0.026860277505514545,-0.03538371920661201
-0.05399428192940685,0.08993094731215578
0.014276888308234231,-0.03267804955888723
-0.055240807715104735,-0.0036751440047735487
-0.02850121389763674,0.11522886466365384
-0.054024963848467056,-0.017628450285058953
0.15342343622067187,0.013173387411691523
0.018071458112479302,-0.08005151647120906
0.14737518638325797,0.025855818862072104
-0.010823972887264287,-0.05397256304572607
0.016020436691881537,-0.030546723537827402
-0.016788018835821688,-0.10619864860789793
-0.047002771368988186,-0.005847096324842095
0.1274042752139233,0.02842442143374154
0.025813443263580753,-0.04215909308148861
-0.03094705659273248,0.004726053513898349
-0.06428985658608546,-0.001867748723077255
0.004184954824033138,-0.039918567105524945
-0.059192843219337446,-0.0027964190826940127
0.1445020225138426,0.037064747884893695
-0.04962549551555874,-0.042653644378047056
-0.05354822337593246,0.10528560795115117
0.007045107701772206,-0.08102964989297673
-0.012165689468100288,-0.01855638591415635
-0.06269691638357254,-0.04937387619232549
-0.0070959701873325315,-0.05861986945977684
0.13152425807477405,0.04265551086385273
-0.012710965311823861,-0.04073721796315566
-0.0542185275064026,0.08835042105139587
-0.019163273162234356,0.004525219420374406
-0.025926263917465085,-0.1122587891283092
0.135342319843089,0.0023422354507257447
-0.06076256717403755,-0.00029740228122551206
-0.027918912816956208,-0.0033047990097440456
0.0021187382268171044,-0.10606227571425948
-0.050484537392229925,0.028315594611328633
-0.04058444084480104,0.025778556221283642
-0.040841096041314674,0.02688899720624624
-0.002185659764346471,-0.05010218388741451
-0.028153593000403127,-0.1046508942399928
-0.047432421620542606,-0.010005454389028447
0.01493976290889953,-0.03717978832824599
-0.060934204473245025,0.0027793987460796934
-0.03893751337242633,0.04565851013570106
0.0009813570877082838,-0.025273738629711204
-0.037374871307261,0.09989909572030795
0.0052344261509554135,-0.054887228739955274
-0.0022417806672074356,-0.13035611279647372
0.15884738464227072,0.036613762512621204
0.11116110943068733,0.018629280134380744
-0.05822492967722682,0.023414484616614998
0.010175469201200665,-0.04912574184529827
